,PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,Unnamed: 8
190,LS89675789,10/08/2009,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
191,LS58134194,10/08/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
192,LS89675891,10/08/2009,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
193,LS50143282,11/08/2009,QUEENSWAY CP - MORLEY                                       ,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,16/01/2020,0.0,0.0,
194,LS50143340,11/08/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
195,LS76012417,11/08/2009,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
196,LS33134412,12/08/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
197,LS63102991,12/08/2009,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,25.0,0.0,
198,LS89688612,12/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
199,LS33134558,13/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
200,LS13127968,14/08/2009,PORTLAND CRESCENT CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
201,LS89643920,14/08/2009,QUARRY HILL D CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
202,LS31106074,14/08/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
203,LS33134853,14/08/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
204,LS58134740,14/08/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
205,LS58135073,15/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
206,LS58135018,15/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
207,LS65122581,16/08/2009,THE MARKETS CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,16/01/2020,0.0,0.0,
208,LS26109685,17/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
209,LS89628508,17/08/2009,LEISURE CENTRE CP - PUDSEY                                  ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,0.0,0.0,
210,LS46122380,18/08/2009,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
211,LS48133887,18/08/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
212,LS58135743,19/08/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
213,LS5014414A,20/08/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
214,LS75016456,20/08/2009,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
215,LS89682536,20/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
216,LS16094424,21/08/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
217,LS60121901,21/08/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
218,LS89636732,21/08/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
219,LS48134289,21/08/2009,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
220,LS58136327,21/08/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
221,LS89690782,22/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
222,LS48134711,24/08/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
223,LS76013679,24/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
224,LS10012700,24/08/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
225,LS15062331,24/08/2009,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/01/2020,0.0,0.0,
226,LS50144445,24/08/2009,QUARRY HILL D CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
227,LS50144547,24/08/2009,QUARRY HILL D CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
228,LS76013715,24/08/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
229,LS31107678,25/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
230,LS75017153,25/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
231,LS65123890,26/08/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
232,LS21132395,26/08/2009,MARKET PLACE CP - PUDSEY                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0.0,0.0,
233,LS50145040,27/08/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
234,LS25153772,28/08/2009,CLAYPIT LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
235,LS89687562,28/08/2009,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
236,LS89689502,28/08/2009,CLAYPIT LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
237,LS15062863,29/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
238,LS15062954,29/08/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
239,LS59083667,29/08/2009,HUNSLET LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0.0,0.0,
240,LS58137035,01/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
241,LS33137283,03/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
242,LS62106873,03/09/2009,PORTLAND CRESCENT CP - CITY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/01/2020,0.0,0.0,
243,LS16095609,04/09/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
244,LS32142572,04/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
245,LS32142583,04/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
246,LS38127797,04/09/2009,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,0.0,0.0,
247,LS26111541,05/09/2009,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
248,LS16095664,05/09/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
249,LS69109632,05/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
250,LS32142823,06/09/2009,THE MARKETS CP - CITY,92 PARKED CAUSING AN OBSTRUCTION                  ,70,16/01/2020,0.0,0.0,
251,LS51104570,08/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
252,LS8969563A,08/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
253,LS10014411,09/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
254,LS47119701,09/09/2009,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
255,LS23122814,10/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
256,LS40123937,10/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
257,LS23123114,12/09/2009,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,0.0,0.0,
258,LS23123125,12/09/2009,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,0.0,0.0,
259,LS44118804,12/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
260,LS28137284,12/09/2009,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
261,LS70082588,12/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
262,LS55114419,13/09/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
263,LS65125615,13/09/2009,THE MARKETS CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0.0,0.0,
264,LS16096601,14/09/2009,SILVER LANE CP - YEADON                                     ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,25.0,0.0,
265,LS36112799,14/09/2009,PORTLAND CRESCENT CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
266,LS70082668,14/09/2009,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0.0,0.0,
267,LS40124408,15/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
268,LS45124212,15/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
269,LS40124394,15/09/2009,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/01/2020,0.0,0.0,
270,LS46125265,15/09/2009,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,35.0,0.0,
271,LS60125345,15/09/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
272,LS33138457,16/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
273,LS34137992,17/09/2009,NORTH PARADE CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
274,LS57110805,17/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
275,LS7110682A,17/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
276,LS51105868,18/09/2009,CLAYPIT LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
277,LS5511507A,18/09/2009,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,0.0,0.0,
278,LS69111292,18/09/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
279,LS10015232,19/09/2009,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
280,LS55115262,19/09/2009,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
281,LS40125320,23/09/2009,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,25.0,0.0,
282,LS23124037,23/09/2009,HIGH STREET CP - MORLEY                                     ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,0.0,0.0,
283,LS45125474,23/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
284,LS48138235,23/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,50.0,0.0,
285,LS70083285,23/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,36.84,0.0,
286,LS71107902,25/09/2009,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,0.0,0.0,
287,LS27139604,25/09/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
288,LS47120733,25/09/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,25.0,0.0,
289,LS69112910,26/09/2009,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
290,LS13130099,28/09/2009,CLAYPIT LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
291,LS6411565A,28/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
292,LS34139069,28/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
293,LS10016767,29/09/2009,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
294,LS10016803,29/09/2009,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
295,LS13130350,29/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
296,LS46126905,29/09/2009,ALBION STREET CP - MORLEY                                   ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,0.0,0.0,
297,LS48138825,29/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
298,LS89698842,29/09/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
299,LS6310599A,30/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
300,LS15065690,01/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
301,LS48138982,01/10/2009,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/01/2020,0.0,0.0,
302,LS57113111,02/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
303,LS59086938,02/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
304,LS32146267,03/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,25.0,0.0,
305,LS36116097,04/10/2009,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
306,LS38129158,05/10/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,25.0,0.0,
307,LS38129282,06/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
308,LS38129293,06/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
309,LS89637972,06/10/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
310,LS27141184,07/10/2009,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
311,LS27141333,07/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
312,LS48139566,07/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
313,LS71108803,07/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
314,LS46127792,08/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
315,LS50147614,08/10/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
316,LS47121918,09/10/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
317,LS51107648,09/10/2009,QUARRY HILL D CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
318,LS47122193,10/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
319,LS55118770,10/10/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
320,LS6911606A,11/10/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
321,LS44121955,12/10/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
322,LS57114329,12/10/2009,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
323,LS50148322,13/10/2009,HIGH STREET CP - MORLEY                                     ,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0.0,0.0,
324,LS50148366,13/10/2009,QUEENSWAY CP - MORLEY                                       ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/01/2020,25.0,0.0,
325,LS60130334,13/10/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
326,LS32147248,14/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
327,LS65127381,14/10/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
328,LS40127428,15/10/2009,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/01/2020,0.0,0.0,
329,LS34141129,15/10/2009,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0.0,0.0,
330,LS57114919,15/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
331,LS59088591,15/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
332,LS32147601,16/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
333,LS32147714,17/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
334,LS3214769A,17/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
335,LS57115117,19/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
336,LS27142733,19/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
337,LS33141021,19/10/2009,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
338,LS48140678,19/10/2009,PORTLAND CRESCENT CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
339,LS44122969,20/10/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
340,LS70085837,20/10/2009,QUARRY HILL F CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,25.0,0.0,
341,LS27143190,21/10/2009,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,0.0,0.0,
342,LS36118183,21/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
343,LS58139245,22/10/2009,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
344,LS15067798,26/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
345,LS15067845,27/10/2009,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
346,LS71111193,27/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
347,LS19115462,28/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
348,LS60132216,30/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
349,LS6013225A,30/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
350,LS75021944,02/11/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
351,LS21138675,02/11/2009,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0.0,0.0,
352,LS23128242,02/11/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,40.0,0.0,
353,LS10020094,03/11/2009,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
354,LS19116272,03/11/2009,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
355,LS28141758,03/11/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
356,LS5015232A,04/11/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,25.0,0.0,
357,LS5015240A,04/11/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
358,LS69118666,04/11/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
359,LS10020243,04/11/2009,QUARRY HILL B CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,25.0,0.0,
360,LS36120560,05/11/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,25.0,0.0,
361,LS5711670A,06/11/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
362,LS27145298,07/11/2009,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
363,LS36120946,07/11/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
364,LS23129176,09/11/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
365,LS6311099A,09/11/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
366,LS36121596,10/11/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
367,LS50153559,10/11/2009,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,25.0,0.0,
368,LS89689874,10/11/2009,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
369,LS89689885,10/11/2009,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
370,LS34143769,11/11/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
371,LS47126853,11/11/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
372,LS47126864,11/11/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
373,LS60134073,11/11/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
374,LS55122530,12/11/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
375,LS57117699,12/11/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
376,LS19117388,12/11/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
377,LS5111045A,12/11/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,25.0,0.0,
378,LS33143322,13/11/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
379,LS57117939,13/11/2009,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
